player_id,player_name,bat_style,bowl_style,field_pos,player_full_name,player_name2,player_image
43253,C Bosch,Right hand Bat,Right arm Fast medium,NULL,Corbin Bosch,Corbin Bosch,https://www.espncricinfo.com/cricketers/corbin-bosch-594322
43282,JG Bethell,Left hand Bat,Slow Left arm Orthodox,NULL,Jacob Graham Bethell,Jacob Graham,
43300,Karim Janat,Right hand Bat,Right arm Medium,NULL,Karim Janat,Karim Janat,https://www.espncricinfo.com/cricketers/karim-janat-793467
43451,KS Rathore,Left hand Bat,NULL,Wicketkeeper,Kunal Singh Rathore,Kunal Singh,
43548,Urvil Patel,Right hand Bat,NULL,Wicketkeeper,Urvil Mukesh Patel,Urvil Mukesh,
43574,M Tiwari,Right hand Bat,Right arm Medium fast,NULL,Madhav Tiwari,Madhav Tiwari,https://www.espncricinfo.com/cricketers/madhav-tiwari-1460385
43582,MJ Owen,Right hand Bat,NULL,Right arm Medium,Mitchell J Owen,Mitchell J,
43638,W O'Rourke,Right hand Bat,Right arm Fast,Right arm Fast,William Peter O'Rourke,William Peter,
43649,Harsh Dubey,Left hand Bat,Slow Left arm Orthodox,NULL,Harsh Surendra Dubey,Harsh Surendra,
43820,MP Breetzke,Right hand Bat,NULL,Wicketkeeper,Matthew Paul Breetzke,Matthew Paul,
43849,Musheer Khan,Right hand Bat,Slow Left arm Orthodox,NULL,Musheer Khan,Musheer Khan,https://www.espncricinfo.com/cricketers/musheer-khan-1316430
43881,BKG Mendis,Right hand Bat,Legbreak,NULL,Kusal Mendis,Kusal Mendis,
43954,Sediqullah Atal,Left hand Bat,NULL,NULL,Sediqullah Atal,Sediqullah Atal,
3388,Arshdeep Singh,Left hand Bat,Left arm Medium fast, ,Arshdeep Singh,Arshdeep Singh,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976
34356,DAJ Bracewell,Right hand Bat,Right arm Fast medium, ,Douglas Andrew John Bracewell,Douglas Andrew,
1970,AD Hales,Right hand Bat,Right arm Medium,Occasional Wicketkeeper,Alexander Daniel Hales,Alexander Daniel,
161,DT Christian,Right hand Bat,Right arm Fast medium, ,Daniel Trevor Christian,Daniel Trevor,
12414,YV Takawale,Right hand Bat, ,Wicketkeeper,Yogesh Vijay Takawale,Yogesh Vijay,
62,CR Woakes,Right hand Bat,Right arm Fast medium, ,Christopher Roger Woakes,Christopher Roger,
77,T Natarajan,Left hand Bat,Left arm Medium, ,Thangarasu Natarajan,Thangarasu Natarajan,
5354,KA Jamieson,Right hand Bat,Right arm Fast medium, ,Kyle Alex Jamieson,Kyle Alex,
13231,KP Pietersen,Right hand Bat,Right arm Offbreak, ,Kevin Peter Pietersen,Kevin Peter,
11948,Joginder Sharma,Right hand Bat,Right arm Fast medium, ,Joginder Sharma,Joginder Sharma,
13220,T Henderson,Right hand Bat,Right arm Fast medium, ,Tyron Henderson,Tyron Henderson,
15837,UBT Chand,Right hand Bat,Right arm Offbreak, ,Unmukt Bharat Thakur Chand,Unmukt Bharat,
12008,Y Venugopal Rao,Right hand Bat,Right arm Offbreak, ,Yalaka Venugopal Rao,Yalaka Venugopal,
471,NM Coulter-Nile,Right hand Bat,Right arm Fast, ,Nathan Mitchell Coulter-Nile,Nathan Mitchell,
34706,T Mishra,Right hand Bat,Right arm Fast medium, ,Tanmay Mishra,Tanmay Mishra,
14481,AG Murtaza,Left hand Bat,Slow Left arm Orthodox, ,Ali Ghulam Murtaza,Ali Ghulam,
3718,S Sandeep Warrier,Right hand Bat,Right arm Medium, ,Sankarankutty Sandeep Warrier,Sankarankutty Sandeep,
8626,WD Parnell,Left hand Bat,Left arm Medium fast, ,Wayne Dillon Parnell,Wayne Dillon,
546,Gurkeerat Singh,Right hand Bat,Right arm Offbreak, ,Gurkeerat Rupinder Singh,Gurkeerat Rupinder,
14961,KB Arun Karthik,Right hand Bat,Legbreak Googly,Occasional Wicketkeeper,Konda Bhaskir Arun Karthik,Konda Bhaskir,
12046,Pankaj Singh,Right hand Bat,Right arm Medium fast, ,Pankaj Singh,Pankaj Singh,
245,AB de Villiers,Right hand Bat,Right arm Medium,Wicketkeeper,Abraham Benjamin de Villiers,Abraham Benjamin,
4771,CJ Green,Right hand Bat,Right arm Offbreak, ,Christopher James Green,Christopher James,
48,AJ Finch,Right hand Bat,Slow Left arm Orthodox, ,Aaron James Finch,Aaron James,
9069,D Wiese,Right hand Bat,Right arm Medium fast, ,David Wiese,David Wiese,
4023,JL Pattinson,Left hand Bat,Right arm Fast medium, ,James Lee Pattinson,James Lee,
11935,MV Boucher,Right hand Bat,Right arm Medium,Wicketkeeper,Mark Verdon Boucher,Mark Verdon,
34171,RW Price,Right hand Bat,Slow Left arm Orthodox, ,Raymond William Price,Raymond William,
13026,A Mukund,Left hand Bat,Legbreak Googly, ,Abhinav Mukund,Abhinav Mukund,
6717,OF Smith,Right hand Bat,Right arm Fast medium, ,Odean Fabian Smith,Odean Fabian,
767,Anureet Singh,Right hand Bat,Right arm Medium, ,Kathuria Anureet Singh,Kathuria Anureet,
35146,BB Samantray,Right hand Bat,Right arm Medium, ,Biplab Bipin Samantray,Biplab Bipin,
39661,GS Sandhu,Left hand Bat,Right arm Fast medium, ,Gurinder Singh Sandhu,Gurinder Singh,
1452,B Laughlin,Right hand Bat,Right arm Fast medium, ,Ben Laughlin,Ben Laughlin,
14520,RS Gavaskar,Left hand Bat,Slow Left arm Orthodox, ,Rohan Sunil Gavaskar,Rohan Sunil,
2703,Navdeep Saini,Right hand Bat,Right arm Fast,NULL,Navdeep Saini,Navdeep Saini,
10152,Azmatullah Omarzai,Right hand Bat,Right arm Medium fast,NULL,Azmatullah Omarzai,Azmatullah Omarzai,https://www.espncricinfo.com/cricketers/azmatullah-omarzai-819429
10528,Kumar Kushagra,Right hand Bat,NULL,Wicketkeeper,Kumar Kushagra,Kumar Kushagra,https://www.espncricinfo.com/cricketers/kumar-kushagra-1207295
11640,Shivam Singh,Right hand Bat,Right arm Offbreak,NULL,Shivam Singh,Shivam Singh,
10456,Ashutosh Sharma,Right hand Bat,NULL,NULL,Ashutosh Sharma,Ashutosh Sharma,https://www.espncricinfo.com/cricketers/ashutosh-sharma-1131978
10302,MP Yadav,Right hand Bat,Right arm Fast,NULL,Mayank Yadav,Mayank Yadav,https://www.espncricinfo.com/cricketers/mayank-yadav-1292563
10303,M Siddharth,Right hand Bat,Slow Left arm Orthodox,NULL,Manimaran Siddharth,Manimaran Siddharth,
10548,BR Sharath,Right hand Bat,NULL,Wicketkeeper,Belur Ravi Sharath,Belur Ravi,
11562,T Kohler-Cadmore,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tom Kohler-Cadmore,Tom Kohler,
11810,PVSN Raju,Left hand Bat,Right arm Medium fast,NULL,Penumatsa Venkata Satyanarayana Raju,Penumatsa Venkata,
11833,DS Rathi,Right hand Bat,Legbreak,NULL,Digvesh Singh Rathi,Digvesh Singh,https://www.espncricinfo.com/cricketers/digvesh-rathi-1460529
42511,MS Bhandage,Left hand Bat,Right arm Medium fast,NULL,Manoj Shivaramsa Bhandage,Manoj Shivaramsa,
42566,V Suryavanshi,Left hand Bat,Slow Left arm Orthodox,NULL,Vaibhav Suryavanshi,Vaibhav Suryavanshi,https://www.espncricinfo.com/cricketers/vaibhav-suryavanshi-1408688
42603,A Mhatre,Right hand Bat,Right arm Offbreak,NULL,Ayush Mhatre,Ayush Mhatre,
38,MS Dhoni,Right hand Bat,Right arm Medium,Wicketkeeper,Mahendra Singh Dhoni,Mahendra Singh,
38515,K Santokie,Left hand Bat,Left arm Medium, ,Krishmar Santokie,Krishmar Santokie,
15049,C Ganapathy,Right hand Bat,Right arm Medium, ,Chandrasekar Ganapathy,Chandrasekar Ganapathy,
6715,RA Bawa,Left hand Bat,Right arm Medium fast, ,Raj Angad Bawa,Raj Angad�,
318,UT Yadav,Right hand Bat,Right arm Fast, ,Umeshkumar Tilak Yadav,Umeshkumar Tilak,
16414,KMDN Kulasekara,Right hand Bat,Right arm Fast medium, ,Kulasekara Mudiyanselage Dinesh Nuwan Kulasekara,Kulasekara Mudiyanselage,
37,BA Stokes,Left hand Bat,Right arm Fast medium, ,Benjamin Andrew Stokes,Benjamin Andrew,
1986,MK Lomror,Left hand Bat,Slow Left arm Orthodox, ,Mahipal Krishan Lomror,Mahipal Krishan,
6212,T Shamsi,Right hand Bat,Left arm Wrist spin, ,Tabraiz Shamsi,Tabraiz Shamsi,
3505,SE Rutherford,Left hand Bat,Right arm Fast medium, ,Sherfane Eviston Rutherford,Sherfane Eviston,
34817,Azhar Mahmood,Right hand Bat,Right arm Fast medium, ,Azhar Mahmood Sagar,Azhar Mahmood,
4146,TU Deshpande,Left hand Bat,Right arm Medium, ,Tushar Uday Deshpande,Tushar Uday,
11987,DJ Thornely,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Dominic John Thornely,Dominic John,
11928,M Kartik,Left hand Bat,Slow Left arm Orthodox, ,Murali Kartik,Murali Kartik,
297,Mustafizur Rahman,Left hand Bat,Left arm Fast medium, ,Mustafizur Rahman,Mustafizur Rahman,
8400,RJW Topley,Right hand Bat,Left arm Fast medium, ,Reece James William Topley,Reece James,
13458,KP Appanna,Right hand Bat,Slow Left arm Orthodox, ,Kotarangada Prabhu Appanna,Kotarangada Prabhu,
6245,NT Ellis,Right hand Bat,Right arm Fast medium, ,Nathan Ellis,Nathan Ellis,https://www.espncricinfo.com/cricketers/nathan-ellis-826915
1416,R Ashwin,Right hand Bat,Right arm Offbreak, ,Ravichandran Ashwin,Ravichandran Ashwin,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421
7947,T Stubbs,Right hand Bat,Right arm Offbreak,Wicketkeeper,Tristan Stubbs,Tristan Stubbs,https://www.espncricinfo.com/cricketers/tristan-stubbs-595978
1443,DJM Short,Left hand Bat,Left arm Wrist spin, ,D'Arcy John Matthew Short,D'Arcy John,
811,IK Pathan,Left hand Bat,Left arm Medium fast, ,Irfan Khan Pathan,Irfan Khan,
634,AD Nath,Right hand Bat,Right arm Medium fast, ,Akshdeep Deependra Nath,Akshdeep Deependra,
14485,AA Jhunjhunwala,Right hand Bat,Right arm Offbreak, ,Abhishek Arunkumar Jhunjhunwala,Abhishek Arunkumar,
180,SV Samson,Right hand Bat, ,Wicketkeeper,Sanju Viswanath Samson,Sanju Viswanath,
12221,TM Srivastava,Left hand Bat,Right arm Medium, ,Tanmay Manoj Srivastava,Tanmay Manoj,
6036,Akash Singh,Right hand Bat,Left arm Medium fast, ,Akash Maharaj Singh,Akash Maharaj,
35030,R Shukla,Right hand Bat,Right arm Medium, ,Rahul Shukla,Rahul Shukla,
12160,A Kumble,Right hand Bat,Legbreak Googly, ,Anil Kumble,Anil Kumble,
12035,S Sohal,Right hand Bat,Legbreak, ,Sunny Sohal,Sunny Sohal,
16007,JJ van der Wath,Right hand Bat,Right arm Medium fast, ,Johannes Jacobus van der Wath,Johannes Jacobus,
13882,GJ Bailey,Right hand Bat,Right arm Medium, ,George John Bailey,George John,
2719,JM Bairstow,Right hand Bat,Right arm Medium,Wicketkeeper,Jonathan Marc Bairstow,Jonathan Marc,
66,TA Boult,Right hand Bat,Left arm Fast medium, ,Trent Alexander Boult,Trent Alexander,
258,CJ Anderson,Left hand Bat,Left arm Medium fast, ,Corey James Anderson,Corey James,
7036,Ramandeep Singh,Right hand Bat,Right arm Medium, ,Ramandeep Singh,Ramandeep Singh,https://www.espncricinfo.com/cricketers/ramandeep-singh-1079470
24,JC Buttler,Right hand Bat, ,Wicketkeeper,Joseph Charles Buttler,Joseph Charles,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Jos%20Buttler.png
35239,BW Hilfenhaus,Right hand Bat,Right arm Fast medium, ,Benjamin William Hilfenhaus,Benjamin William,
5955,DJ Malan,Left hand Bat,Legbreak, ,Dawid Johannes Malan,Dawid Johannes,
12107,GC Smith,Left hand Bat,Right arm Offbreak, ,Graeme Craig Smith,Graeme Craig,
438,JD Unadkat,Right hand Bat,Left arm Medium, ,Jaydev Dipakbhai Unadkat,Jaydev Dipakbhai,
2947,MJ Santner,Left hand Bat,Slow Left arm Orthodox, ,Mitchell Josef Santner,Mitchell Josef,
348,RA Jadeja,Left hand Bat,Slow Left arm Orthodox, ,Ravindrasinh Anirudhsinh Jadeja,Ravindrasinh Anirudhsinh,
16529,M Klinger,Right hand Bat, , ,Michael Klinger,Michael Klinger,
12193,DNT Zoysa,Left hand Bat,Left arm Fast medium, ,Demuni Nuwan Tharanga Zoysa,Demuni Nuwan,
35322,PA Reddy,Right hand Bat,Legbreak, ,Produturi Akshath Reddy,Produturi Akshath,
13271,FH Edwards,Right hand Bat,Right arm Fast, ,Fidel Henderson Edwards,Fidel Henderson,
14353,Mohammad Ashraful,Right hand Bat,"Right arm Offbreak, Legbreak", ,Mohammad Ashraful,Mohammad Ashraful,
12315,Salman Butt,Left hand Bat,Right arm Offbreak, ,Salman Butt,Salman Butt,
9044,Abdul Basith,Right hand Bat,Right arm Offbreak, ,Pappanayil Abdul Basith,Pappanayil Abdul,
4274,JDS Neesham,Left hand Bat,Right arm Medium fast, ,James Douglas Sheahan Neesham,James Douglas,
11942,ML Hayden,Left hand Bat,Right arm Medium, ,Matthew Lawrence Hayden,Matthew Lawrence,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/319700/319706.png"
637,SS Agarwal,Right hand Bat,Legbreak Googly, ,Shubham Sanjay Agarwal,Shubham Sanjay,
33,JJ Bumrah,Right hand Bat,Right arm Fast, ,Jasprit Jasbirsingh Bumrah,Jasprit Jasbirsingh,
34931,A Chandila,Right hand Bat,Right arm Offbreak, ,Ajit  Chandila,Ajit  Chandila,
697,DM Bravo,Left hand Bat,Right arm Medium,Occasional Wicketkeeper,Darren Michael Bravo,Darren Michael,
7077,HE van der Dussen,Right hand Bat,Legbreak, ,Hendrik Erasmus van der Dussen,Hendrik Erasmus,
2934,P Ray Barman,Right hand Bat,Legbreak Googly, ,Prayas Ray Barman,Prayas Ray,
2760,Rasikh Salam,Right hand Bat,Right arm Medium, ,Rasikh Salam Dar,Rasikh Salam,
14729,AC Voges,Right hand Bat,Slow Left arm Orthodox, ,Adam Charles Voges,Adam Charles,
1436,RK Singh,Left hand Bat,Right arm Offbreak, ,Rinku Khanchand Singh,Rinku Khanchand,
1421,Q de Kock,Left hand Bat, ,Wicketkeeper,Quinton de Kock,Quinton de,
12523,L Balaji,Right hand Bat,Right arm Medium fast, ,Lakshmipathy Balaji,Lakshmipathy Balaji,
6999,B Sai Sudharsan,Left hand Bat,Legbreak, ,Bhardwaj Sai Sudharsan,Bhardwaj Sai,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Sai%20Sudharsan.png
5980,PWH de Silva,Right hand Bat,Legbreak, ,Pinnaduwage Wanindu Hasaranga de Silva,Pinnaduwage Wanindu,
11990,AM Nayar,Left hand Bat,Right arm Medium, ,Abhishek Mohan Nayar,Abhishek Mohan,
14505,MS Bisla,Right hand Bat, ,Wicketkeeper,Manvinder Sultansingh Bisla,Manvinder Sultansingh,
12009,VVS Laxman,Right hand Bat,Right arm Offbreak, ,Vangipurappu Venkata Sai Laxman,Vangipurappu Venkata,
6795,D Pretorius,Right hand Bat,Right arm Medium fast, ,Dwaine Pretorius,Dwaine Pretorius,
38322,VH Zol,Left hand Bat,Right arm Offbreak, ,Vijay Hari Zol,Vijay Hari,
12093,VS Yeligati,Right hand Bat,Right arm Offbreak, ,Vikrant Shyam Yeligati,Vikrant Shyam,
5408,JA Richardson,Right hand Bat,Right arm Fast, ,Jhye Avon Richardson,Jhye Avon,
4071,D Padikkal,Left hand Bat,Right arm Offbreak, ,Devdutt Padikkal,Devdutt Padikkal,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026
15507,AG Paunikar,Right hand Bat, ,Wicketkeeper,Amit Gajanan Paunikar,Amit Gajanan,
11985,L Ronchi,Right hand Bat, ,Wicketkeeper,Luke Ronchi,Luke Ronchi,
34,AM Rahane,Right hand Bat,Right arm Medium, ,Ajinkya Madhukar Rahane,Ajinkya Madhukar,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ajinkya%20Rahane.png
13402,RR Bose,Right hand Bat,Right arm Fast medium, ,Ranadeb Ranjit Bose,Ranadeb Ranjit,
36213,R Rampaul,Left hand Bat,Right arm Fast medium, ,Ravindranath Rampaul,Ravindranath Rampaul,
12535,A Chopra,Right hand Bat,"Right arm Medium, Right arm Offbreak", ,Aakash Chopra,Aakash Chopra,
11930,R Dravid,Right hand Bat,Right arm Offbreak,Occasional Wicketkeeper,Rahul Sharad Dravid,Rahul Sharad,
13973,C Nanda,Right hand Bat,Legbreak, ,Chetanya Nanda,Chetanya Nanda,
4099,Abdul Samad,Right hand Bat,Legbreak, ,Abdul Samad Farooq,Abdul Samad,https://www.espncricinfo.com/cricketers/abdul-samad-1175485
3284,LS Livingstone,Right hand Bat,"Right arm Offbreak, Legbreak", ,Liam Stephen Livingstone,Liam Stephen,
7365,HR Shokeen,Right hand Bat,Right arm Offbreak, ,Hrithik Rakesh Shokeen,Hrithik Rakesh,
7172,Yash Dayal,Right hand Bat,Left arm Medium fast, ,Yash Dayal,Yash Dayal,https://www.espncricinfo.com/cricketers/yash-dayal-1159720
38691,Karanveer Singh,Right hand Bat,Legbreak Googly, ,Karanveer Singh,Karanveer Singh,
15472,C Madan,Right hand Bat, ,Wicketkeeper,Chandan Madan,Chandan Madan,
10,YS Chahal,Right hand Bat,Legbreak Googly, ,Yuzvendra Singh Chahal,Yuzvendra Singh,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Yuzvendra%20Chahal.png
16382,JE Taylor,Right hand Bat,Right arm Fast, ,Jerome Everton Taylor,Jerome Everton,
11931,W Jaffer,Right hand Bat,Right arm Offbreak, ,Wasim Jaffer,Wasim Jaffer,
14,MC Henriques,Right hand Bat,Right arm Fast medium, ,Moises Constantino Henriques,Moises Constantino,
11936,B Akhil,Right hand Bat,Right arm Medium fast, ,Balachandra Akhil,Balachandra Akhil,
1120,MJ Henry,Right hand Bat,Right arm Fast medium, ,Matthew James Henry,Matthew James,
64,Kuldeep Yadav,Left hand Bat,Left arm Wrist spin, ,Kuldeep Yadav,Kuldeep Yadav,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235
11975,V Sehwag,Right hand Bat,Right arm Offbreak, ,Virender Sehwag,Virender Sehwag,
12017,PP Ojha,Left hand Bat,Slow Left arm Orthodox, ,Pragyan Prayash Ojha,Pragyan Prayash,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/322600/322694.1.png"
8356,NA Saini,Right hand Bat,Right arm Fast, ,Navdeep Amarjeet Saini,Navdeep Amarjeet,
12345,M Ntini,Right hand Bat,Right arm Fast, ,Makhaya Ntini,Makhaya Ntini,
18,NV Ojha,Right hand Bat, ,Wicketkeeper,Naman Vinaykumar Ojha,Naman Vinaykumar,
34272,RE Levi,Right hand Bat,Right arm Medium, ,Richard Ernst Levi,Richard Ernst,
14478,R McLaren,Left hand Bat,Right arm Medium fast, ,Ryan McLaren,Ryan McLaren,
15745,ND Doshi,Right hand Bat,Slow Left arm Orthodox, ,Nayan Dilip Doshi,Nayan Dilip,
26,N Rana,Left hand Bat,"Right arm Medium, Right arm Offbreak, Legbreak", ,Nitish Rana,Nitish Rana,https://www.espncricinfo.com/cricketers/nitish-rana-604527
12795,RV Pawar,Left hand Bat,Slow Left arm Orthodox, ,Rajesh Vithal Pawar,Rajesh Vithal,
8425,Yash Thakur,Right hand Bat,Right arm Fast medium, ,Yash Ravisingh Thakur,Yash Ravisingh,
13698,SM Harwood,Right hand Bat,Right arm Fast medium, ,Shane Michael Harwood,Shane Michael,
1,CH Gayle,Left hand Bat,Right arm Offbreak, ,Christopher Henry Gayle,Christopher Henry,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Chris%20Gayle.png
11962,S Sreesanth,Right hand Bat,Right arm Fast medium, ,Shanthakumaran Sreesanth,Shanthakumaran Sreesanth,
15807,AL Menaria,Left hand Bat,Slow Left arm Orthodox, ,Ashok Lakshminarayan Menaria,Ashok Lakshminarayan,
2023,KM Asif,Right hand Bat,Right arm Medium, ,KM Asif,KM Asif,
2766,N Pooran,Left hand Bat,Right arm Offbreak,Wicketkeeper,Nicholas Pooran,Nicholas Pooran,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Nicholas%20Pooran.png
8953,Mayank Dagar,Right hand Bat,Slow Left arm Orthodox, ,Mayank J Dagar,Mayank J,
9748,MD Shanaka,Right hand Bat,Right arm Medium, ,Madagamagamage Dasun Shanaka,Madagamagamage Dasun,
267,F du Plessis,Right hand Bat,Legbreak, ,Francois du Plessis,Francois du,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Faf%20Du%20Plessis.png
13320,Yashpal Singh,Right hand Bat,Right arm Medium, ,Yashpal Singh,Yashpal Singh,
13228,JD Ryder,Left hand Bat,Right arm Medium, ,Jesse Daniel Ryder,Jesse Daniel,
2768,SM Curran,Left hand Bat,Left arm Medium fast, ,Samuel Matthew Curran,Samuel Matthew,
1630,M Vijay,Right hand Bat,Right arm Offbreak, ,Murali Vijay,Murali Vijay,
36227,SMSM Senanayake,Right hand Bat,Right arm Offbreak, ,Senanayake Mudiyanselage Sachithra Madhushanka Senanayake,Senanayake Mudiyanselage,
1398,C Munro,Left hand Bat,Right arm Medium fast, ,Colin Munro,Colin Munro,
12314,Gagandeep Singh,Right hand Bat,Right arm Medium fast, ,Gagandeep Singh,Gagandeep Singh,
34058,S Rana,Right hand Bat,Right arm Medium fast, ,Sachin Rana,Sachin Rana,
8,S Aravind,Left hand Bat,Left arm Medium fast, ,Sreenath Aravind,Sreenath Aravind,
341,S Badree,Right hand Bat,Legbreak, ,Samuel Badree,Samuel Badree,
14278,AB McDonald,Right hand Bat,Right arm Fast medium, ,Andrew Barry McDonald,Andrew Barry,
184,PJ Cummins,Right hand Bat,Right arm Fast, ,Patrick James Cummins,Patrick James,
4078,I Udana,Right hand Bat,Left arm Medium fast, ,Isuru Udana Tillakaratna,Isuru Udana,
1998,M Ashwin,Right hand Bat,Legbreak Googly, ,Murugan Ashwin,Murugan Ashwin,
13203,T Thushara,Left hand Bat,Left arm Fast medium, ,Magina Thilan Thushara Mirando,Magina Thilan,
14649,DR Martyn,Right hand Bat,Right arm Medium, ,Damien Richard Martyn,Damien Richard,
11998,LRPL Taylor,Right hand Bat,Right arm Offbreak, ,Luteru Ross Poutoa Lote Taylor,Luteru Ross,
12765,PM Sarvesh Kumar,Right hand Bat,Right arm Medium, ,PM Sarvesh Kumar,PM Sarvesh,
8312,Sikandar Raza,Right hand Bat,Right arm Offbreak, ,Sikandar Raza Butt,Sikandar Raza,
12842,Abdur Razzak,Left hand Bat,Slow Left arm Orthodox, ,Abdur Razzak,Abdur Razzak,
7005,DG Nalkande,Right hand Bat,Right arm Fast medium, ,Darshan Girish Nalkande,Darshan Girish,
16296,J Syed Mohammad,Left hand Bat,Slow Left arm Orthodox, ,Jamaluddin Syed Mohammad,Jamaluddin Syed,
2745,KMA Paul,Right hand Bat,Right arm Fast medium, ,Keemo Mandela Angus Paul,Keemo Mandela,
14873,NLTC Perera,Left hand Bat,Right arm Medium fast, ,Narangoda Liyanaarachchilage Thisara Chirantha Perera,Narangoda Liyanaarachchilage,
6727,A Badoni,Right hand Bat,Right arm Offbreak, ,Ayush Badoni,Ayush Badoni,https://www.espncricinfo.com/cricketers/ayush-badoni-1151270
1471,TK Curran,Right hand Bat,Right arm Fast medium, ,Thomas Kevin Curran,Thomas Kevin,
14454,Anirudh Singh,Left hand Bat,Right arm Medium, ,Anirudh Singh,Anirudh Singh,
3793,J Suchith,Left hand Bat,Slow Left arm Orthodox, ,Jagadeesha Suchith,Jagadeesha Suchith,
1581,Shivam Mavi,Right hand Bat,Right arm Fast medium, ,Shivam Pankaj Mavi,Shivam Pankaj,
57,CA Lynn,Right hand Bat,Slow Left arm Orthodox, ,Christopher Austin Lynn,Christopher Austin,
5986,VR Iyer,Left hand Bat,Right arm Medium, ,Venkatesh Rajasekaran Iyer,Venkatesh Rajasekaran,
12369,DP Vijaykumar,Right hand Bat,Right arm Medium, ,David Paidikalva Vijaykumar,David Paidikalva,
178,SW Billings,Right hand Bat, ,Wicketkeeper,Samuel William Billings,Samuel William,
33963,Y Gnaneswara Rao,Right hand Bat,Right arm Medium, ,Yalaka Gnaneswara Rao,Yalaka Gnaneswara,
3641,O Thomas,Left hand Bat,Right arm Fast, ,Oshane Romaine Thomas,Oshane Romaine,
7476,R Dhawan,Right hand Bat,Right arm Medium fast, ,Rishi Dhawan,Rishi Dhawan,
15867,BA Bhatt,Left hand Bat,Slow Left arm Orthodox, ,Bhargav Ashok Bhatt,Bhargav Ashok,
6550,TH David,Right hand Bat,Right arm Offbreak, ,Timothy Hays David,Timothy Hays,
12269,CRD Fernando,Right hand Bat,Right arm Fast medium, ,Congenige Randhi Dilhara Fernando,Congenige Randhi,
16009,R Ninan,Right hand Bat,Right arm Offbreak, ,Ryan Ninan,Ryan Ninan,
11,A Choudhary,Right hand Bat,Left arm Medium, ,Aniket Vinod Choudhary,Aniket Vinod,
3100,AS Joseph,Right hand Bat,Right arm Fast, ,Alzarri Shaheim Joseph,Alzarri Shaheim,
6944,D Brevis,Right hand Bat,Legbreak, ,Dewald Brevis,Dewald Brevis,
14303,CK Langeveldt,Right hand Bat,Right arm Fast medium, ,Charl Kenneth Langeveldt,Charl Kenneth,
14707,AB Barath,Right hand Bat,Right arm Offbreak, ,Adrian Boris Barath,Adrian Boris,
2138,DR Shorey,Right hand Bat,Right arm Offbreak, ,Dhruv Ranjan Shorey,Dhruv Ranjan,
753,SP Jackson,Right hand Bat, ,Wicketkeeper,Sheldon Philip Jackson,Sheldon Philip,
2,Mandeep Singh,Right hand Bat,Right arm Medium, ,Mandeep Singh,Mandeep Singh,
11956,SM Katich,Left hand Bat,Left arm Wrist spin, ,Simon Mathew Katich,Simon Mathew,
538,Mohammed Siraj,Right hand Bat,Right arm Fast, ,Mohammed Siraj,Mohammed Siraj,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973
12234,JA Morkel,Left hand Bat,Right arm Medium fast, ,Johannes Albertus Morkel,Johannes Albertus,
50,DR Smith,Right hand Bat,Right arm Medium, ,Dwayne Romel Smith,Dwayne Romel,
13,S Dhawan,Left hand Bat,Right arm Offbreak, ,Shikhar Dhawan,Shikhar Dhawan,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Shikhar%20Dhawan.png
71,GJ Maxwell,Right hand Bat,Right arm Offbreak, ,Glenn James Maxwell,Glenn James,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Glenn%20Maxwell.png
36973,UA Birla,Right hand Bat,Right arm Medium, ,Udit Alok Birla,Udit Alok,
316,C de Grandhomme,Right hand Bat,Right arm Medium fast, ,Colin de Grandhomme,Colin de,
8646,YV Dhull,Right hand Bat,Right arm Offbreak, ,Yash Vijay Dhull,Yash Vijay,
34522,GB Hogg,Left hand Bat,Left arm Wrist spin, ,George Bradley Hogg,George Bradley,
8776,Harpreet Singh,Left hand Bat,Right arm Medium, ,Harpreet Singh Bhatia,Harpreet Singh,
12546,J Arunkumar,Right hand Bat,Right arm Offbreak, ,Jagadeesh Arunkumar,Jagadeesh Arunkumar,
